datetime,value,value_scaled
2015-07-02 13:00:00+00:00,35538.986,0.768359784492014
2015-07-02 14:00:00+00:00,35455.271,0.7641509505107187
2015-07-02 15:00:00+00:00,35418.357,0.7622950716648065
2015-07-02 16:00:00+00:00,34955.973,0.7390483716515788
2015-07-02 17:00:00+00:00,34262.387,0.7041778188742889
2015-07-02 18:00:00+00:00,33458.351,0.6637543100767627
2015-07-02 19:00:00+00:00,33079.148,0.6446895967970732
2015-07-02 20:00:00+00:00,32878.217,0.6345876411057907
2015-07-02 21:00:00+00:00,30608.846,0.5204933237078744
2015-07-02 22:00:00+00:00,29126.552,0.4459698887503345
2015-07-02 23:00:00+00:00,27206.742,0.34945001100284667
2015-07-03 00:00:00+00:00,25855.864,0.2815336133323634
2015-07-03 01:00:00+00:00,25179.805,0.2475442435353059
2015-07-03 02:00:00+00:00,24919.165,0.2344403733939351
2015-07-03 03:00:00+00:00,25158.235,0.2464597957185879
2015-07-03 04:00:00+00:00,26520.835,0.31496552567036784
2015-07-03 05:00:00+00:00,28658.903,0.42245848694039756
2015-07-03 06:00:00+00:00,31249.731,0.5527142944550829
2015-07-03 07:00:00+00:00,33726.344,0.6772278577701187
2015-07-03 08:00:00+00:00,35335.252,0.7581169058878778
2015-07-03 09:00:00+00:00,35971.41,0.7901002231891143
2015-07-03 10:00:00+00:00,36871.47,0.8353514101114679
2015-07-03 11:00:00+00:00,37376.178,0.8607259807503223
2015-07-03 12:00:00+00:00,36663.494,0.8248952617976182
2015-07-03 13:00:00+00:00,35966.196,0.789838085455393
2015-07-03 14:00:00+00:00,35812.378,0.7821047709318913
2015-07-03 15:00:00+00:00,35742.899,0.7786116624544808
2015-07-03 16:00:00+00:00,35132.012,0.7478988635017048
2015-07-03 17:00:00+00:00,34497.64,0.7160053386807956
2015-07-03 18:00:00+00:00,33488.38,0.6652640404192856
2015-07-03 19:00:00+00:00,32774.528,0.6293745993965802
2015-07-03 20:00:00+00:00,32298.855,0.6054597850098542
2015-07-03 21:00:00+00:00,30372.071,0.5085892842176845
2015-07-03 22:00:00+00:00,29175.323,0.44842188710310005
2015-07-03 23:00:00+00:00,27325.592,0.3554252832799414
2015-07-04 00:00:00+00:00,25764.905,0.2769605818552725
2015-07-04 01:00:00+00:00,24661.36,0.2214790349892537
2015-07-04 02:00:00+00:00,24339.974,0.20532111445037016
2015-07-04 03:00:00+00:00,23945.247,0.1854759205074108
2015-07-04 04:00:00+00:00,23618.904,0.16906878310123608
2015-07-04 05:00:00+00:00,23891.413,0.1827693760583986
2015-07-04 06:00:00+00:00,25637.687,0.27056460214515554
2015-07-04 07:00:00+00:00,28089.345,0.39382353424710836
2015-07-04 08:00:00+00:00,30245.579,0.5022298046983389
2015-07-04 09:00:00+00:00,31244.327,0.5524426043298376
2015-07-04 10:00:00+00:00,32058.999,0.5934008459497382
2015-07-04 11:00:00+00:00,32601.675,0.6206842860695916
2015-07-04 12:00:00+00:00,32322.172,0.6066320645528496
2015-07-04 13:00:00+00:00,31779.736,0.5793606906117639
2015-07-04 14:00:00+00:00,31203.847,0.5504074421777403
2015-07-04 15:00:00+00:00,30895.968,0.5349285961247354
2015-07-04 16:00:00+00:00,30671.657,0.5236511935185313
2015-07-04 17:00:00+00:00,30408.009,0.5103960939366092
2015-07-04 18:00:00+00:00,30253.359,0.5026209499933811
2015-07-04 19:00:00+00:00,30349.294,0.5074441535769156
2015-07-04 20:00:00+00:00,30522.566,0.5161555324410025
2015-07-04 21:00:00+00:00,29099.908,0.44463034180417615
2015-07-04 22:00:00+00:00,27404.232,0.3593789678560517
2015-07-04 23:00:00+00:00,25730.553,0.2752335094677021
2015-07-05 00:00:00+00:00,24268.078,0.20170648949762326
2015-07-05 01:00:00+00:00,23240.738,0.15005620576897072
2015-07-05 02:00:00+00:00,22678.296,0.12177901527613422
2015-07-05 03:00:00+00:00,22361.865,0.10587021105305205
2015-07-05 04:00:00+00:00,21947.962,0.08506092942657939
2015-07-05 05:00:00+00:00,21581.705,0.06664708593990021
2015-07-05 06:00:00+00:00,22783.944,0.12709054716953339
2015-07-05 07:00:00+00:00,24672.749,0.22205162544751067
2015-07-05 08:00:00+00:00,26592.307,0.31855883370729265
2015-07-05 09:00:00+00:00,27843.187,0.38144775744285897
2015-07-05 10:00:00+00:00,28897.13,0.43443552681213027
2015-07-05 11:00:00+00:00,29951.129,0.4874261116231138
2015-07-05 12:00:00+00:00,30484.845,0.5142590810689851
2015-07-05 13:00:00+00:00,30062.768,0.49303884550399335
2015-07-05 14:00:00+00:00,29549.809,0.46724944969426563
2015-07-05 15:00:00+00:00,29152.204,0.44725956215758766
2015-07-05 16:00:00+00:00,29073.854,0.44332045754748783
2015-07-05 17:00:00+00:00,29077.055,0.4434813902067978
2015-07-05 18:00:00+00:00,29370.396,0.45822932748096856
2015-07-05 19:00:00+00:00,30314.872,0.5057135618872046
2015-07-05 20:00:00+00:00,31527.864,0.5666976382013611
2015-07-05 21:00:00+00:00,30142.777,0.4970613575748226
